,Product Name,Product URL,Product Price,Rating,Number of Reviews
365,Tabelito® Basic Laptop Bag Sleeve Case Cover Pouch for 15.6 Inch(39.6cm) Laptop Apple / Dell / Lenovo / Asus / Hp / Samsung / Mi / MacBook / Ultrabook / Thinkpad / Ideapad / Surfacepro (Blue),https://www.amazon.in/Tabelito%C2%AE-Basic-Laptop-Sleeve-Surfacepro/dp/B09NDTCZ4N/ref=sr_1_270?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-270,299,4.2 out of 5 stars,148
366,Baggit Women's Sling Bag,https://www.amazon.in/Baggit-2123474-Womens-Bag-LPXE_TROLL_E_DIEGO_MUD_YELLOW_L/dp/B0992CMS1N/ref=sr_1_271?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-271,449,4.0 out of 5 stars,250
367,Lavie Women's Cleo Shoulder Bag | Ladies Purse Handbag,https://www.amazon.in/Lavie-Cleo-Womens-Shoulder-Black/dp/B07KR6GBJW/ref=sr_1_272?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-272,"1,099",4.3 out of 5 stars,"4,565"
368,"Pigeon Breast Milk Storage Bag,Secure Seal & easy Storage,Hygienic Breast Milk Storage,Leak Proof,Zipper Zeal Breast Milk Storage,5 pcs",https://www.amazon.in/Pigeon-Breast-Milk-Storage-Pieces/dp/B01M5DGMZ9/ref=sr_1_273_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-273,148,4.1 out of 5 stars,657
369,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",https://www.amazon.in/Lunars-Router-Resistant-Raincover-Organiser/dp/B08YR63B9M/ref=sr_1_274?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-274,849,4.3 out of 5 stars,153
370,"Artistix Alpine Business Class Series | Anti Theft Laptop Backpack (32 Litre, 15.6 inch) (Black)",https://www.amazon.in/Artistix-Alpine-Laptop-Backpack-Business/dp/B08SVV5HZY/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-275,"1,783",4.1 out of 5 stars,43
371,SAFARI 15 Ltrs Denim Blue Casual/School/College Backpack (DAYPACKNEO15CBDNB),https://www.amazon.in/SAFARI-Denim-Casual-Backpack-DAYPACKNEO15CBDNB/dp/B07NSC4SL5/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1675578932&sprefix=ba%2Caps%2C283&sr=8-276,599,3.9 out of 5 stars,192
372,COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre T.Green College Bag,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODUzMDMzNzAzOTcyOTk1OjE2NzU1Nzg5MzI6c3BfYnRmOjIwMDkwNjQ0Nzk5NDA2OjowOjo&url=%2FCosmus-Backpack-Charger-T-Green-College%2Fdp%2FB09HX43CCL%2Fref%3Dsr_1_277_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-277-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,181",4.1 out of 5 stars,45
373,XDDESIGN Trailwalker Business Multi Purpose Travel Backpack Laptop Bag,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODUzMDMzNzAzOTcyOTk1OjE2NzU1Nzg5MzI6c3BfYnRmOjIwMDcxODczMzY0OTk4OjowOjo&url=%2FXDDESIGN-Trailwalker-Business-Travel-Backpack%2Fdp%2FB09DPP72Y3%2Fref%3Dsr_1_278_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578932%26sprefix%3Dba%252Caps%252C283%26sr%3D8-278-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"3,199",3.9 out of 5 stars,332
374,uppercase Medium 21 Ltrs Office Overnighter (14.6 inch) Laptop Backpack 2700EBP1 3x More Water Repellent Sustainable Bags with Rain Proof Zippers Maroon,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mzc1MjE3MTkyMzExMTI6MTY3NTU3ODkzOTpzcF9hdGZfbmV4dDoyMDA5NzYxMjIzMTI5ODo6MDo6&url=%2Fuppercase-Overnighter-Backpack-Repellent-Sustainable%2Fdp%2FB0B8NV9YX3%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578939%26sprefix%3Dba%252Caps%252C283%26sr%3D8-273-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,550",4.1 out of 5 stars,372
375,"uppercase Medium 20 Ltrs Casual (14.6 inch) Laptop Backpack 2000EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mzc1MjE3MTkyMzExMTI6MTY3NTU3ODkzOTpzcF9hdGZfbmV4dDoyMDA5NzYxMjIzMTQ5ODo6MDo6&url=%2Fuppercase-Backpack-2000EBP1-repellent-sustainable%2Fdp%2FB0B8NVZPFH%2Fref%3Dsr_1_274_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578939%26sprefix%3Dba%252Caps%252C283%26sr%3D8-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,000",3.8 out of 5 stars,374
376,SAFARI 15 Ltrs Denim Blue Casual/School/College Backpack (DAYPACKNEO15CBDNB),https://www.amazon.in/SAFARI-Denim-Casual-Backpack-DAYPACKNEO15CBDNB/dp/B07NSC4SL5/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-275,599,4.1 out of 5 stars,906
377,"Genie Dottie Casual Backpacks for Women, 18 Ltrs, Water Resistant and Lightweight, Navy Blue, M",https://www.amazon.in/Dottie-Casual-Backpacks-Resistant-Lightweight/dp/B097JJPQ2K/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-276,799,4.2 out of 5 stars,"1,175"
378,Nivia 5177RD Polyester String Bag (Red),https://www.amazon.in/Nivia-5177RD-Polyester-String-Bag/dp/B07NNJKQQY/ref=sr_1_277?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-277,193,4.2 out of 5 stars,"1,348"
379,Hammonds Flycatcher Genuine Leather Executive Formal Office Bag | Shoulder Laptop Messenger Bag for Men | MacBook|Notebook Upto 16 Inch| Crossbody Handbags with Shoulder Straps | Brown | LB106BR,https://www.amazon.in/Hammonds-Flycatcher-Messenger-Compartment-LB106BR/dp/B07P2TQH78/ref=sr_1_278?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-278,"2,705",3.7 out of 5 stars,139
380,"DAHSHA Nylon Stylish Small 6 Multi-Pocket Zip Closure Sling Cross Body Travel Messenger One Side Shoulder Bag for Men & Women (Grey, 25 x 10 x 20 CM)",https://www.amazon.in/DAHSHA-Sling-Messenger-Bag-Grey/dp/B09CGDFNBV/ref=sr_1_279?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-279,545,4.0 out of 5 stars,"4,122"
381,F Gear Lattitude Blue Navy Orange Sports Waist Bag (3686),https://www.amazon.in/F-Gear-Lattitude-Blue-Navy-Orange-Sports-Waist-Bag/dp/B08NYH3WJD/ref=sr_1_280?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-280,449,3.9 out of 5 stars,"1,761"
382,NIVIA Sports Space Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Sports and Travel Bag/Sports Kit/Duffle Bags Travel (Orange/Grey),https://www.amazon.in/Nivia-5412OG-Polyester-Sports-Orange/dp/B07HCP7W3K/ref=sr_1_281?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-281,775,5.0 out of 5 stars,9
383,blue tree 10 ltrs (30 Cms) backpack(INVALID DATA_multi color),https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Butterfly/dp/B08D54HMS3/ref=sr_1_282?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-282,288,4.2 out of 5 stars,386
384,"EUME Propine Laptop Backpack | Built-in Massager, Water Resistant & Anti-Theft | Fits Up-to 15.6"" MacBook (Grey, 22L)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mzc1MjE3MTkyMzExMTI6MTY3NTU3ODkzOTpzcF9tdGY6MjAxMTExOTUwMzY4OTg6OjA6Og&url=%2FEUME-Propine-Massager-Backpack-Charging%2Fdp%2FB07XG935R9%2Fref%3Dsr_1_283_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578939%26sprefix%3Dba%252Caps%252C283%26sr%3D8-283-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"3,359",4.0 out of 5 stars,399
385,Urban Tribe Fitpack Pro Multipurpose 15.6 Inch| Water Repellent |35 litres | Laptop Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mzc1MjE3MTkyMzExMTI6MTY3NTU3ODkzOTpzcF9tdGY6MjAxMDQxNDAyNjM5OTg6OjA6Og&url=%2FUrban-Tribe-Backpack-Separate-Compartment%2Fdp%2FB07KFGNWH8%2Fref%3Dsr_1_284_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578939%26sprefix%3Dba%252Caps%252C283%26sr%3D8-284-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"2,399",4.2 out of 5 stars,495
386,Fur Jaden 30L Black Laptop Backpack Bag with USB Charging Port and Anti Theft Backside Pocket for Men and Women,https://www.amazon.in/Jaden-Black-Laptop-Backpack-Charging/dp/B07RRJ7LQB/ref=sr_1_285?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-285,"1,799",4.1 out of 5 stars,559
387,"Glowic Hopping Grocery, Travel, Beach | Shoulder Handbags Women, College Bags for Girls Stylish Trendy(WBAG-34) (Multi Colour)",https://www.amazon.in/Glowic-Hopping-Shoulder-Handbags-WBAG-34/dp/B09HHNZ47K/ref=sr_1_286?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-286,399,3.7 out of 5 stars,139
388,Half Moon 45L Hammer Waterproof Laptop Travelling Rucksack Trekking Backpack for Travel Journey bags for Men Women Boys & Girls with 17.3inch Laptop Compartment & Rain cover,https://www.amazon.in/Half-Moon-Waterproof-Laptop-Compartment/dp/B09XLNNQC1/ref=sr_1_287?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-287,"1,299",4.4 out of 5 stars,791
389,ADISA Women Girls Floral Print Sling Bag,https://www.amazon.in/ADISA-Women-Girls-Floral-SL5072-CRE_Cream/dp/B09B56BCXR/ref=sr_1_288?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-288,495,3.9 out of 5 stars,"1,761"
390,COSMUS Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Maroon College Bag,https://www.amazon.in/Cosmus-Casual-Backpack-Charger-College/dp/B09HX54TGF/ref=sr_1_289?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-289,"1,181",4.4 out of 5 stars,793
391,"Nivia 5227 Pulse Junior Bag, Others (Orange) (ORNAGE)",https://www.amazon.in/Nivia-5227-Junior-Others-Orange/dp/B08D7QKCX5/ref=sr_1_290?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-290,294,4.0 out of 5 stars,202
392,Gear Eco4 19L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,https://www.amazon.in/Gear-Green-Casual-Backpack-BKPECOBP40503/dp/B019HA8DQQ/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-291,489,4.3 out of 5 stars,949
393,Envias Leatherette Side Sling Bags For Women's Ladies (Green_EVS-122),https://www.amazon.in/Envias-Leatherette-Womens-Ladies-Green_EVS-122/dp/B08X67XD78/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1675578939&sprefix=ba%2Caps%2C283&sr=8-292,459,3.5 out of 5 stars,14
394,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Black)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mzc1MjE3MTkyMzExMTI6MTY3NTU3ODkzOTpzcF9idGY6MjAxMDU0NTE4NTE1OTg6OjA6Og&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_293_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578939%26sprefix%3Dba%252Caps%252C283%26sr%3D8-293-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"1,800",4.1 out of 5 stars,79
395,AmazonBasics 21 ltrs (29 Cms)Casual Backpack-21 L(CLB-6_black),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mzc1MjE3MTkyMzExMTI6MTY3NTU3ODkzOTpzcF9idGY6MjAwNzY5Nzc3NTE0OTg6OjA6Og&url=%2FAmazon-Basics-Casual-Laptop-Backpack%2Fdp%2FB09W4X977X%2Fref%3Dsr_1_294_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578939%26sprefix%3Dba%252Caps%252C283%26sr%3D8-294-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,839,4.0 out of 5 stars,46
396,NORTH ZONE 25 ltrs (10 Cms) backpack(INVALID DATA_navy blue),https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDcyMjgyMjc5MzU1Mjc4OjE2NzU1Nzg5NDk6c3BfYXRmX25leHQ6MjAwNzQ3Njg3MTQ4OTg6OjA6Og&url=%2FNORTH-ZONE-backpack-INVALID-DATA_navy%2Fdp%2FB0BCYX6DW2%2Fref%3Dsr_1_289_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578949%26sprefix%3Dba%252Caps%252C283%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,664,4.1 out of 5 stars,481
397,EUME Virgo Polyester 29Ltr Laptop Backpack for Men & Women - Yellow Series,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNDcyMjgyMjc5MzU1Mjc4OjE2NzU1Nzg5NDk6c3BfYXRmX25leHQ6MjAwOTc3OTY2Mjk1OTg6OjA6Og&url=%2FEUME-Virgo-29Ltr-Laptop-Backpack%2Fdp%2FB08R58K6QX%2Fref%3Dsr_1_290_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675578949%26sprefix%3Dba%252Caps%252C283%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"1,248",4.1 out of 5 stars,101
398,Amazon Brand - Eden & Ivy Women's Sling Bag,https://www.amazon.in/Amazon-Brand-Womens-Sling-Mustard/dp/B07XBZR7SR/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1675578949&sprefix=ba%2Caps%2C283&sr=8-291,599,3.7 out of 5 stars,255
399,"Nivia 5227 Pulse Junior Bag, Others (Orange) (ORNAGE)",https://www.amazon.in/Nivia-5227-Junior-Others-Orange/dp/B08D7QKCX5/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1675578949&sprefix=ba%2Caps%2C283&sr=8-292,294,3.9 out of 5 stars,962
400,"R for Rabbit Caramello Delight Diaper Bag Backpack -Multi-Function Waterproof Mother Bag for Travel with Baby - Large Capacity, Durable and Stylish.(Grey Black)",https://www.amazon.in/Rabbit-Caramello-Backpack-Multi-Function-Waterproof/dp/B07FHXNPCH/ref=sr_1_293?crid=2M096C61O4MLT&keywords=bags&qid=1675578949&sprefix=ba%2Caps%2C283&sr=8-293,"1,999",4.4 out of 5 stars,250
401,Envias Leatherette Side Sling Bags For Women's Ladies (Green_EVS-122),https://www.amazon.in/Envias-Leatherette-Womens-Ladies-Green_EVS-122/dp/B08X67XD78/ref=sr_1_294?crid=2M096C61O4MLT&keywords=bags&qid=1675578949&sprefix=ba%2Caps%2C283&sr=8-294,459,4.1 out of 5 stars,"2,565"
402,F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag,https://www.amazon.in/F-Gear-Yakuza-Brown-Laptop-Backpack/dp/B071VNWC1C/ref=sr_1_295?crid=2M096C61O4MLT&keywords=bags&qid=1675578949&sprefix=ba%2Caps%2C283&sr=8-295,"1,139",4.2 out of 5 stars,"1,348"
403,wooum Water Resistant Material Sling Bag/One Side Bag/Shoulder Bag/Messenger Bag/Office Messenger Bag/Travel Side Bag with 14.1 Inch Laptop Compartment -,https://www.amazon.in/wooum-Resistant-Material-Messenger-Compartment/dp/B0BQFHN15L/ref=sr_1_296?crid=2M096C61O4MLT&keywords=bags&qid=1675578949&sprefix=ba%2Caps%2C283&sr=8-296,474,4.3 out of 5 stars,113
